"Longitude","Latitude","Date","Survey_Type"
-77.00861,38.92638,2019-08-11,"transect"
-77.0418,38.92263,2011-11-07,"transect"
-77.03136,38.9162,2019-10-06,"transect"
-77.03089,38.91341,2014-12-27,"transect"
-77.04025,38.92057,2010-03-08,"transect"
-77.02606,38.92311,2011-12-13,"transect"
-77.04118,38.93451,2015-02-07,"transect"
-77.01282,38.92263,2014-04-25,"transect"
-77.01796,38.90589,2012-01-16,"transect"
-77.01889,38.94057,2013-12-19,"transect"
-77.03666,38.91183,2011-08-10,"transect"
-77.02451,38.93705,2012-06-25,"transect"
-77.01095,38.95426,2015-11-20,"transect"
-77.0164,38.9499,2017-08-30,"transect"
-77.03136,38.93681,2019-06-16,"transect"
-77.01812,38.9333,2014-05-21,"transect"
-77.05365,38.91863,2014-03-01,"transect"
-77.06752,38.90783,2017-01-17,"transect"
-77.00814,38.92929,2012-10-03,"transect"
-77.03604,38.90407,2014-11-23,"transect"
-77.02887,38.9299,2014-09-03,"transect"
-77.02653,38.92069,2013-01-06,"transect"
-77.01547,38.95257,2014-04-19,"transect"
-77.05178,38.92069,2015-09-15,"transect"
-77.01282,38.94348,2014-12-03,"transect"
-77.03261,38.9219,2013-11-02,"transect"
-77.02825,38.9379,2019-07-21,"transect"
-77.01749,38.95511,2013-05-20,"transect"
-77.04149,38.9276,2017-10-09,"transect"
-77.04944,38.91802,2018-04-14,"transect"
-77.00752,38.93572,2010-03-03,"transect"
-77.05599,38.9162,2018-06-07,"transect"
-77.00549,38.9522,2010-10-03,"transect"
-77.04508,38.91572,2012-02-01,"transect"
-77.01344,38.95208,2012-08-08,"transect"
-77.06128,38.91171,2012-12-31,"transect"
-77.03043,38.90335,2018-02-03,"transect"
-77.02902,38.93596,2016-07-05,"transect"
-77.03588,38.90783,2017-05-09,"transect"
-77.00534,38.90529,2018-01-16,"transect"
-77.04258,38.93608,2017-06-09,"transect"
-77.0404,38.93839,2014-08-06,"transect"
-77.0323,38.93572,2012-11-03,"transect"
-77.01515,38.94457,2011-06-11,"transect"
-77.04289,38.92566,2017-10-27,"transect"
-77.04305,38.92202,2011-11-26,"transect"
-77.00705,38.90577,2011-07-05,"transect"
-77.03495,38.90868,2013-06-13,"transect"
-77.02404,38.90444,2015-11-22,"transect"
-77.01064,38.94651,2012-06-04,"transect"
-77.03479,38.92748,2016-03-18,"transect"
-77.04196,38.92275,2014-07-07,"transect"
-77.03697,38.93681,2018-11-27,"transect"
-77.05988,38.91159,2013-07-19,"transect"
-77.01032,38.94384,2016-10-29,"transect"
-77.02497,38.93354,2012-02-28,"transect"
-77.00378,38.95111,2011-05-04,"transect"
-77.04695,38.92966,2013-01-29,"transect"
-77.00939,38.94457,2012-01-27,"transect"
-77.03012,38.90456,2018-02-25,"transect"
-77.05022,38.92687,2014-05-06,"transect"
-77.01515,38.95693,2020-04-02,"transect"
-77.05412,38.92008,2013-07-05,"transect"
-77.00814,38.90614,2018-04-11,"transect"
-77.03245,38.9202,2018-06-24,"transect"
-77.01344,38.90674,2017-06-20,"transect"
-77.02076,38.94917,2010-01-06,"transect"
-77.01921,38.91814,2012-06-27,"transect"
-77.04554,38.92505,2019-06-07,"transect"
-77.03526,38.93972,2013-03-28,"transect"
-77.00627,38.95208,2010-05-12,"transect"
-77.02154,38.93014,2015-08-21,"transect"
-77.0418,38.93123,2012-02-04,"transect"
-77.01734,38.94602,2014-10-11,"transect"
-77.02201,38.92711,2016-02-18,"transect"
-77.0496,38.91802,2010-05-13,"transect"
-77.0616,38.91062,2013-04-07,"transect"
-77.01297,38.93378,2013-12-27,"transect"
-77.0443,38.92942,2011-03-15,"transect"
-77.05334,38.92166,2010-06-15,"transect"
-77.0256,38.90989,2014-12-28,"transect"
-77.0538,38.91996,2013-02-07,"transect"
-77.04258,38.92226,2016-03-16,"transect"
-77.03012,38.9322,2011-12-20,"transect"
-77.00767,38.93111,2013-08-16,"transect"
-77.02606,38.95414,2019-07-04,"transect"
-77.05567,38.91741,2014-05-22,"transect"
-77.04648,38.92238,2014-10-21,"transect"
-77.02014,38.94469,2015-02-25,"transect"
-77.01812,38.90674,2018-10-26,"transect"
-77.01266,38.93584,2018-01-17,"transect"
-77.01017,38.92481,2017-09-26,"transect"
-77.06534,38.90771,2019-07-07,"transect"
-77.0256,38.93317,2019-04-27,"transect"
-77.0443,38.92396,2020-03-05,"transect"
-77.02061,38.93269,2010-11-26,"transect"
-77.03947,38.9139,2014-08-17,"transect"
-77.03495,38.93899,2015-11-29,"transect"
-77.02653,38.95184,2016-03-15,"transect"
-77.05318,38.91899,2011-07-04,"transect"
-77.0351,38.92723,2015-01-14,"transect"
-77.01469,38.9442,2013-01-08,"transect"
-77.01173,38.94202,2019-02-06,"transect"
-77.03962,38.92772,2011-08-24,"transect"
-77.03651,38.90395,2019-10-13,"transect"
-77.04648,38.92154,2018-05-13,"transect"
-77.01578,38.94784,2010-11-07,"transect"
-77.03775,38.92735,2017-03-27,"transect"
-77.00643,38.95026,2018-05-12,"transect"
-77.04944,38.92808,2020-03-22,"transect"
-77.02825,38.94214,2020-01-09,"transect"
-77.01126,38.93693,2014-05-24,"transect"
-77.02217,38.90759,2018-10-09,"transect"
-77.06767,38.90832,2012-01-06,"transect"
-77.04352,38.91584,2014-11-02,"transect"
-77.02092,38.94202,2018-03-07,"transect"
-77.03557,38.92723,2011-09-17,"transect"
-77.02528,38.92954,2013-10-24,"transect"
-77.03167,38.93536,2012-06-16,"transect"
-77.00908,38.94324,2017-10-02,"transect"
-77.05006,38.92117,2010-11-22,"transect"
-77.04196,38.92735,2012-10-02,"transect"
-77.03978,38.93875,2012-03-27,"transect"
-77.01406,38.94202,2016-12-26,"transect"
-77.05115,38.91899,2015-02-15,"transect"
-77.02856,38.90322,2015-10-24,"transect"
-77.04508,38.92069,2017-06-30,"transect"
-77.00331,38.90444,2019-02-16,"transect"
-77.01905,38.94045,2014-11-04,"transect"
-77.03978,38.92517,2019-07-13,"transect"
-77.03339,38.90383,2013-11-13,"transect"
-77.03432,38.91462,2020-04-21,"transect"
-77.06612,38.90953,2017-09-17,"transect"
-77.00128,38.95245,2011-07-11,"transect"
-77.02918,38.90444,2015-10-26,"transect"
-77.01905,38.93184,2010-03-04,"transect"
-77.01687,38.94627,2012-01-25,"transect"
-77.01079,38.94602,2014-07-02,"transect"
-77.03978,38.92069,2014-08-21,"transect"
-77.02123,38.9316,2015-12-31,"transect"
-77.02809,38.94699,2010-04-05,"transect"
-77.04321,38.92469,2016-07-30,"transect"
-77.00238,38.95233,2018-03-25,"transect"
-77.06487,38.90929,2014-06-18,"transect"
-77.04289,38.92493,2016-12-17,"transect"
-77.06658,38.90711,2017-08-08,"transect"
-77.02108,38.93827,2018-07-28,"transect"
-77.0111,38.92796,2014-08-01,"transect"
-77.05848,38.91511,2015-05-04,"transect"
-77.01391,38.92081,2019-11-10,"transect"
-77.04305,38.92481,2015-02-09,"transect"
-77.00877,38.94214,2019-03-14,"transect"
-77.02388,38.95026,2011-05-22,"transect"
-77.00799,38.93233,2019-08-08,"transect"
-77.03697,38.91535,2013-12-01,"transect"
-77.03682,38.91596,2019-01-29,"transect"
-77.04679,38.91499,2018-02-24,"transect"
-77.05848,38.91317,2017-04-04,"transect"
-77.0538,38.92081,2017-07-02,"transect"
-77.05193,38.91984,2012-05-07,"transect"
-77.02248,38.90759,2018-09-10,"transect"
-77.05536,38.91535,2010-09-27,"transect"
-77.03682,38.90965,2019-11-05,"transect"
-77.03682,38.93002,2011-01-03,"transect"
-77.03199,38.90322,2012-09-06,"transect"
-77.03308,38.9202,2017-07-31,"transect"
-77.02201,38.90383,2017-04-14,"transect"
-77.06035,38.91256,2010-09-04,"transect"
-77.0284,38.95002,2015-06-19,"transect"
-77.02762,38.90504,2016-01-05,"transect"
-77.02404,38.95608,2012-11-17,"transect"
-77.01562,38.95717,2020-01-14,"transect"
-77.02606,38.90529,2017-04-02,"transect"
-77.0323,38.91935,2018-05-31,"transect"
-77.027,38.91487,2010-03-20,"transect"
-77.03869,38.92978,2015-11-06,"transect"
-77.0178,38.91802,2017-05-04,"transect"
-77.01687,38.94869,2018-05-10,"transect"
-77.04944,38.92335,2012-04-13,"transect"
-77.01656,38.93257,2012-02-09,"transect"
-77.03806,38.9236,2015-11-15,"transect"
-77.05458,38.91584,2017-07-03,"transect"
-77.06689,38.90698,2010-05-07,"transect"
-77.01531,38.93426,2018-05-09,"transect"
-77.01313,38.92178,2011-12-12,"transect"
-77.01064,38.92432,2012-02-16,"transect"
-77.02684,38.90953,2018-08-01,"transect"
-77.05147,38.91717,2015-06-15,"transect"
-77.03308,38.94178,2012-07-23,"transect"
-77.00861,38.95087,2015-02-08,"transect"
-77.04352,38.9333,2016-07-17,"transect"
-77.00705,38.95148,2014-04-28,"transect"
-77.04445,38.93245,2015-12-23,"transect"
-77.01734,38.92348,2015-02-22,"transect"
-77.02482,38.91547,2013-04-17,"transect"
-77.01531,38.95099,2017-09-15,"transect"
-77.03806,38.90395,2015-02-06,"transect"
-77.02045,38.93099,2013-01-30,"transect"
-77.01858,38.91766,2011-04-14,"transect"
-77.02248,38.90432,2014-11-01,"transect"
-77.03292,38.92493,2014-03-06,"transect"
-77.00082,38.9522,2013-12-04,"transect"
-77.02014,38.9436,2018-02-08,"transect"
-77.02435,38.90747,2012-12-09,"transect"
-77.02108,38.92954,2016-05-30,"transect"
-77.01469,38.94978,2016-11-19,"transect"
-77.02388,38.92105,2020-02-29,"transect"
-77.00627,38.95148,2013-03-13,"transect"
-77.00877,38.92602,2018-02-19,"transect"
-77.03136,38.92178,2010-02-04,"transect"
-77.05895,38.91244,2017-10-24,"transect"
-77.04009,38.93851,2017-01-18,"transect"
-77.02949,38.95026,2010-05-29,"transect"
-77.02513,38.90795,2011-03-08,"transect"
-77.03448,38.90335,2019-11-18,"transect"
-77.02341,38.9413,2011-04-10,"transect"
-77.03947,38.92408,2018-01-14,"transect"
-77.0164,38.93596,2010-09-07,"transect"
-77.01406,38.90711,2016-01-06,"transect"
-77.03541,38.92432,2019-07-08,"transect"
-77.015,38.91996,2017-03-18,"transect"
-77.01671,38.91875,2013-09-08,"transect"
-77.01313,38.94639,2011-01-05,"transect"
-77.03947,38.92893,2017-01-08,"transect"
-77.0111,38.94433,2017-04-26,"transect"
-77.01952,38.93924,2016-02-07,"transect"
-77.00222,38.95233,2012-03-28,"transect"
-77.02809,38.91074,2017-08-13,"transect"
-77.03354,38.94045,2015-04-14,"transect"
-77.03744,38.91875,2014-10-01,"transect"
-77.02373,38.93463,2019-08-29,"transect"
-77.03635,38.9162,2010-06-22,"transect"
-77.03308,38.93426,2012-07-15,"transect"
-77.03838,38.92687,2013-03-16,"transect"
-77.03308,38.94057,2015-06-13,"transect"
-77.02404,38.9333,2016-01-18,"transect"
-77.0164,38.93984,2017-04-10,"transect"
-77.02949,38.94784,2011-07-23,"transect"
-77.01936,38.94033,2010-02-26,"transect"
-77.01952,38.93608,2014-04-18,"transect"
-77.06082,38.91074,2015-11-03,"transect"
-77.01173,38.93511,2016-03-21,"transect"
-77.01999,38.94893,2011-08-09,"transect"
-77.0683,38.90783,2014-02-06,"transect"
-77.03713,38.92699,2018-01-08,"transect"
-77.0083,38.94093,2019-05-23,"transect"
-77.02248,38.90383,2013-09-13,"transect"
-77.03417,38.92808,2012-10-13,"transect"
-77.06845,38.90662,2010-08-21,"transect"
-77.04539,38.91559,2014-06-23,"transect"
-77.01702,38.94614,2012-08-13,"transect"
-77.01578,38.94808,2013-08-02,"transect"
-77.02201,38.9236,2010-08-20,"transect"
-77.01702,38.94881,2011-05-05,"transect"
-77.06705,38.90783,2018-03-31,"transect"
-77.0256,38.92663,2015-09-22,"transect"
-77.06144,38.91074,2013-03-07,"transect"
-77.00986,38.95075,2015-09-12,"transect"
-77.02715,38.94627,2018-10-18,"transect"
-77.00799,38.92978,2011-08-07,"transect"
-77.03869,38.93475,2016-10-04,"transect"
-77.06222,38.91159,2019-03-13,"transect"
-77.05365,38.92129,2015-02-02,"transect"
-77.02341,38.93899,2011-09-20,"transect"
-77.03588,38.90795,2017-06-11,"transect"
-77.03651,38.93051,2013-11-19,"transect"
-77.04804,38.92335,2017-10-30,"transect"
-77.01874,38.91753,2013-01-05,"transect"
-77.04523,38.92881,2010-07-30,"transect"
-77.03276,38.9442,2011-06-20,"transect"
-77.04243,38.93184,2015-10-03,"transect"
-77.05458,38.91572,2016-08-21,"transect"
-77.02684,38.90941,2012-04-03,"transect"
-77.0164,38.94275,2018-07-23,"transect"
-77.02684,38.92602,2018-11-07,"transect"
-77.01235,38.95548,2013-12-25,"transect"
-77.01734,38.93802,2011-10-24,"transect"
-77.02326,38.90444,2011-09-16,"transect"
-77.02731,38.91014,2018-03-04,"transect"
-77.06191,38.90977,2013-05-31,"transect"
-77.01625,38.93851,2013-11-18,"transect"
-77.01578,38.94202,2011-09-01,"transect"
-77.02684,38.90359,2013-08-27,"transect"
-77.04367,38.92638,2016-08-29,"transect"
-77.01328,38.94808,2010-10-30,"transect"
-77.01999,38.91705,2011-11-21,"transect"
-77.04414,38.92408,2010-02-23,"transect"
-77.00658,38.95184,2012-11-05,"transect"
-77.01952,38.90662,2013-04-23,"transect"
-77.05817,38.9145,2010-03-14,"transect"
-77.04726,38.91814,2016-10-19,"transect"
-77.05521,38.91741,2017-05-14,"transect"
-77.04523,38.92141,2010-03-21,"transect"
-77.03417,38.9442,2010-07-31,"transect"
-77.01406,38.94796,2020-01-25,"transect"
-77.01297,38.93281,2019-06-05,"transect"
-77.02497,38.92711,2010-03-06,"transect"
-77.02435,38.93402,2015-06-09,"transect"
-77.05287,38.91911,2011-03-20,"transect"
-77.02139,38.93814,2016-01-23,"transect"
-77.00487,38.95305,2015-12-09,"transect"
-77.02809,38.9522,2011-04-05,"transect"
-77.03058,38.94093,2019-07-28,"transect"
-77.01921,38.94457,2016-07-26,"transect"
-77.04149,38.93366,2016-09-03,"transect"
-77.02918,38.93136,2014-05-07,"transect"
-77.01173,38.93281,2017-08-09,"transect"
-77.02684,38.91996,2018-01-22,"transect"
-77.05614,38.91462,2011-07-20,"transect"
-77.02466,38.90432,2012-10-28,"transect"
-77.01453,38.95269,2013-01-22,"transect"
-77.02357,38.94796,2010-02-09,"transect"
-77.00736,38.93754,2017-10-17,"transect"
-77.03105,38.92978,2020-03-03,"transect"
-77.01235,38.93099,2011-06-25,"transect"
-77.04819,38.92978,2019-06-22,"transect"
-77.03588,38.92735,2014-08-03,"transect"
-77.06674,38.90747,2010-05-18,"transect"
-77.03417,38.9145,2015-10-17,"transect"
-77.05521,38.91232,2017-11-21,"transect"
-77.03884,38.9185,2019-01-26,"transect"
-77.00019,38.95281,2019-04-07,"transect"
-77.00565,38.95293,2014-11-29,"transect"
-77.0616,38.9105,2016-10-18,"transect"
-77.0376,38.92869,2015-05-08,"transect"
-77.01983,38.95269,2018-06-08,"transect"
-77.0323,38.9145,2010-05-24,"transect"
-77.05739,38.91547,2018-08-19,"transect"
-77.00954,38.9453,2015-04-20,"transect"
-77.06658,38.90808,2014-04-01,"transect"
-77.02482,38.90771,2012-04-02,"transect"
-77.05723,38.91377,2010-02-10,"transect"
-77.03183,38.94602,2010-04-01,"transect"
-77.03354,38.9373,2018-07-26,"transect"
-77.01936,38.9419,2013-01-07,"transect"
-77.02154,38.93633,2017-04-28,"transect"
-77.03121,38.92238,2017-05-25,"transect"
-77.00892,38.92602,2014-01-25,"transect"
-77.05271,38.92396,2017-11-13,"transect"
-77.0457,38.91559,2012-07-30,"transect"
-77.04726,38.93051,2011-06-06,"transect"
-77.02123,38.94881,2012-12-02,"transect"
-77.04321,38.93378,2018-11-05,"transect"
-77.01999,38.93839,2014-11-12,"transect"
-77.03058,38.9413,2015-01-25,"transect"
-77.00596,38.90541,2017-04-18,"transect"
-77.03651,38.93814,2019-04-18,"transect"
-77.02887,38.93305,2012-02-10,"transect"
-77.03666,38.90395,2017-04-07,"transect"
-77.02918,38.9179,2014-05-23,"transect"
-77.01936,38.93996,2017-03-26,"transect"
-77.03775,38.92408,2019-06-02,"transect"
-77.01889,38.94033,2014-07-19,"transect"
-77.05521,38.9122,2015-04-22,"transect"
-77.01827,38.9442,2018-01-20,"transect"
-77.015,38.95245,2015-02-07,"transect"
-77.03697,38.92263,2019-08-21,"transect"
-77.03027,38.9362,2016-05-10,"transect"
-77.01328,38.92857,2014-08-25,"transect"
-77.00752,38.93657,2012-07-02,"transect"
-77.02747,38.90529,2016-08-01,"transect"
-77.00861,38.9419,2010-10-05,"transect"
-77.03308,38.90577,2018-11-23,"transect"
-77.02451,38.91547,2019-02-10,"transect"
-77.02669,38.93778,2015-01-26,"transect"
-77.0418,38.93705,2015-08-29,"transect"
-77.01687,38.92929,2012-10-19,"transect"
-77.05162,38.92541,2013-10-19,"transect"
-77.01812,38.95039,2010-11-10,"transect"
-77.06908,38.90698,2013-11-02,"transect"
-77.05661,38.91499,2019-06-23,"transect"
-77.0256,38.90383,2012-05-01,"transect"
-77.05489,38.91656,2017-03-14,"transect"
-77.00206,38.95305,2017-12-10,"transect"
-77.03448,38.90444,2011-07-13,"transect"
-77.01687,38.9482,2016-07-05,"transect"
-77.02871,38.94614,2013-07-12,"transect"
-77.02684,38.9373,2014-12-14,"transect"
-77.01406,38.92845,2014-01-27,"transect"
-77.02248,38.9282,2012-12-22,"transect"
-77.03682,38.91196,2014-10-14,"transect"
-77.06565,38.90771,2016-11-25,"transect"
-77.03261,38.91438,2011-06-11,"transect"
-77.03495,38.90322,2015-09-02,"transect"
-77.04632,38.93148,2013-08-13,"transect"
-77.06128,38.91074,2013-10-23,"transect"
-77.0644,38.91074,2014-07-06,"transect"
-77.01095,38.93233,2014-09-12,"transect"
-77.05412,38.91911,2011-09-19,"transect"
-77.01064,38.92396,2017-03-03,"transect"
-77.06892,38.90735,2011-03-01,"transect"
-77.00643,38.9522,2012-05-11,"transect"
-77.02591,38.90529,2014-08-09,"transect"
-77.00783,38.94905,2017-02-15,"transect"
-77.02326,38.94869,2018-11-25,"transect"
-77.02295,38.9282,2017-03-22,"transect"
-77.04508,38.93257,2010-12-15,"transect"
-77.04336,38.91584,2018-09-18,"transect"
-77.05879,38.91487,2015-02-20,"transect"
-77.02388,38.90419,2011-04-13,"transect"
-77.01952,38.93996,2018-05-19,"transect"
-77.04134,38.93342,2014-04-29,"transect"
-77.02045,38.93269,2020-04-02,"transect"
-77.0323,38.9333,2020-03-23,"transect"
-77.01313,38.94384,2013-09-28,"transect"
-77.0376,38.9145,2015-02-12,"transect"
-77.05225,38.91681,2013-09-14,"transect"
-77.00736,38.93572,2015-04-26,"transect"
-77.02357,38.95075,2014-08-20,"transect"
-77.01219,38.94275,2016-05-29,"transect"
-77.02871,38.91111,2018-07-17,"transect"
-77.03121,38.94578,2018-11-17,"transect"
-77.04788,38.93014,2012-06-27,"transect"
-77.03526,38.93184,2018-02-23,"transect"
-77.05661,38.91669,2017-08-04,"transect"
-77.0337,38.92711,2012-02-29,"transect"
-77.03993,38.91947,2014-10-11,"transect"
-77.01531,38.94348,2011-03-15,"transect"
-77.0284,38.91268,2015-09-23,"transect"
-77.04523,38.93233,2018-10-05,"transect"
-77.05069,38.91935,2016-03-28,"transect"
-77.06175,38.91232,2015-11-04,"transect"
-77.05318,38.92348,2011-07-15,"transect"
-77.0457,38.93039,2015-11-08,"transect"
-77.039,38.92638,2018-10-17,"transect"
-77.05084,38.91741,2015-01-05,"transect"
-77.04274,38.93487,2014-07-29,"transect"
-77.00393,38.95305,2013-10-22,"transect"
-77.0256,38.90965,2017-02-02,"transect"
-77.05115,38.91753,2013-04-27,"transect"
-77.01936,38.91729,2019-02-26,"transect"
-77.03728,38.9339,2019-03-27,"transect"
-77.01531,38.91947,2014-12-05,"transect"
-77.00596,38.95293,2018-06-16,"transect"
-77.03775,38.92566,2016-02-12,"transect"
-77.05069,38.92154,2012-03-11,"transect"
-77.01858,38.94142,2017-01-07,"transect"
-77.03619,38.90395,2015-12-20,"transect"
-77.00612,38.95039,2012-10-06,"transect"
-77.04196,38.92457,2020-03-12,"transect"
-77.01438,38.90747,2014-08-17,"transect"
-77.02591,38.90892,2019-01-04,"transect"
-77.03806,38.93887,2013-02-10,"transect"
-77.0323,38.92881,2018-12-20,"transect"
-77.03432,38.94178,2020-04-03,"transect"
-77.03838,38.91826,2015-01-14,"transect"
-77.03074,38.93596,2012-09-25,"transect"
-77.03791,38.91171,2012-03-10,"transect"
-77.05334,38.91317,2013-03-12,"transect"
-77.0284,38.91086,2013-02-12,"transect"
-77.00736,38.93645,2012-09-19,"transect"
-77.015,38.94675,2014-05-16,"transect"
-77.03105,38.9316,2017-06-14,"transect"
-77.06612,38.90747,2016-03-22,"transect"
-77.06767,38.90626,2013-07-18,"transect"
-77.05443,38.91923,2020-01-19,"transect"
-77.01936,38.95742,2020-03-22,"transect"
-77.02154,38.92238,2011-01-13,"transect"
-77.02934,38.91693,2019-03-09,"transect"
-77.01375,38.93342,2012-01-06,"transect"
-77.02419,38.9493,2017-03-31,"transect"
-77.01266,38.94142,2011-05-11,"transect"
-77.01406,38.90614,2015-09-25,"transect"
-77.01266,38.93281,2014-01-01,"transect"
-77.01718,38.92384,2016-06-24,"transect"
-77.02762,38.9322,2018-09-29,"transect"
-77.01406,38.90723,2016-04-06,"transect"
-77.03308,38.94069,2014-05-01,"transect"
-77.05053,38.91753,2018-03-07,"transect"
-77.04289,38.93536,2018-07-22,"transect"
-77.03152,38.91438,2018-12-02,"transect"
-77.02419,38.90432,2017-07-07,"transect"
-77.06721,38.90711,2019-08-05,"transect"
-77.01469,38.95014,2016-10-03,"transect"
-77.04539,38.92226,2016-04-14,"transect"
-77.01406,38.95645,2016-12-26,"transect"
-77.01578,38.94833,2015-12-16,"transect"
-77.03432,38.94275,2012-01-29,"transect"
-77.0083,38.9402,2015-09-20,"transect"
-77.02528,38.90808,2012-11-19,"transect"
-77.0658,38.90795,2010-07-06,"transect"
-77.00814,38.94045,2017-06-21,"transect"
-77.03479,38.92784,2019-02-16,"transect"
-77.02715,38.91474,2020-04-08,"transect"
-77.02201,38.90723,2010-11-03,"transect"
-77.02809,38.95172,2014-05-13,"transect"
-77.03386,38.90698,2016-05-11,"transect"
-77.01765,38.92384,2013-05-30,"transect"
-77.02279,38.90444,2016-07-27,"transect"
-77.01515,38.90674,2015-04-24,"transect"
-77.02061,38.90529,2015-03-18,"transect"
-77.01095,38.94675,2017-02-17,"transect"
-77.06284,38.90929,2019-09-16,"transect"
-77.01282,38.94069,2014-05-20,"transect"
-77.04913,38.92663,2018-02-22,"transect"
-77.01422,38.95051,2019-11-11,"transect"
-77.03775,38.92663,2019-01-01,"transect"
-77.02528,38.95051,2010-02-12,"transect"
-77.03386,38.92772,2015-07-16,"transect"
-77.04819,38.91693,2016-11-02,"transect"
-77.06674,38.90795,2018-12-04,"transect"
-77.02934,38.90444,2013-02-23,"transect"
-77.05115,38.9139,2016-11-04,"transect"
-77.02887,38.93608,2016-04-25,"transect"
-77.0203,38.93245,2018-07-20,"transect"
-77.01905,38.95293,2017-08-26,"transect"
-77.02435,38.91559,2010-06-01,"transect"
-77.04492,38.91572,2012-09-28,"transect"
-77.01453,38.94857,2019-04-08,"transect"
-77.015,38.93293,2010-04-24,"transect"
-77.01874,38.95729,2013-07-21,"transect"
-77.00206,38.95233,2016-05-18,"transect"
-77.03401,38.90735,2012-06-15,"transect"
-77.02388,38.94566,2010-09-05,"transect"
-77.04835,38.91693,2018-04-22,"transect"
-77.01438,38.95548,2015-04-15,"transect"
-77.00986,38.94311,2015-06-19,"transect"
-77.03728,38.93378,2019-10-19,"transect"
-77.05115,38.92117,2016-01-30,"transect"
-77.0178,38.94966,2011-09-22,"transect"
-77.04383,38.9322,2012-02-23,"transect"
-77.03432,38.93633,2015-05-18,"transect"
-77.02357,38.92857,2019-12-14,"transect"
-77.0136,38.90662,2012-09-01,"transect"
-77.05287,38.91741,2015-11-06,"transect"
-77.027,38.92978,2017-01-30,"transect"
-77.03495,38.92735,2013-07-27,"transect"
-77.03915,38.93851,2018-11-22,"transect"
-77.01625,38.90747,2012-12-30,"transect"
-77.01515,38.94942,2010-07-10,"transect"
-77.04258,38.93596,2016-02-15,"transect"
-77.0044,38.90492,2016-05-06,"transect"
-77.00627,38.95281,2010-07-04,"transect"
-77.0217,38.91644,2011-09-27,"transect"
-77.02965,38.93366,2015-11-15,"transect"
-77.04149,38.93608,2012-08-16,"transect"
-77.05786,38.91377,2012-07-05,"transect"
-77.02232,38.90747,2015-04-28,"transect"
-77.05614,38.91608,2018-04-04,"transect"
-77.01547,38.94651,2019-02-27,"transect"
-77.01827,38.94142,2019-03-25,"transect"
-77.05786,38.91487,2014-03-28,"transect"
-77.03947,38.93633,2018-08-23,"transect"
-77.02497,38.92748,2014-11-20,"transect"
-77.03978,38.93342,2019-12-19,"transect"
-77.02061,38.90516,2018-09-21,"transect"
-77.027,38.91111,2015-03-27,"transect"
-77.0616,38.91014,2012-10-11,"transect"
-77.04944,38.92651,2018-09-23,"transect"
-77.02186,38.93766,2012-04-26,"transect"
-77.0256,38.94227,2016-05-30,"transect"
-77.05115,38.92554,2016-01-28,"transect"
-77.02809,38.94711,2012-10-23,"transect"
-77.03713,38.91026,2012-01-08,"transect"
-77.06752,38.90686,2018-04-24,"transect"
-77.00362,38.95317,2019-08-19,"transect"
-77.01656,38.93936,2010-02-04,"transect"
-77.01219,38.93778,2016-03-17,"transect"
-77.05957,38.91256,2017-12-07,"transect"
-77.01282,38.94966,2010-05-01,"transect"
-77.02217,38.9373,2015-09-13,"transect"
-77.05022,38.92699,2020-03-20,"transect"
-77.03401,38.93317,2019-08-06,"transect"
-77.00284,38.95136,2012-02-19,"transect"
-77.02341,38.9562,2012-01-18,"transect"
-77.04399,38.92129,2018-11-04,"transect"
-77.0376,38.94081,2012-12-13,"transect"
-77.02045,38.91693,2015-10-09,"transect"
-77.03915,38.93414,2015-09-29,"transect"
-77.01515,38.93887,2015-11-30,"transect"
-77.03728,38.92129,2010-07-02,"transect"
-77.04274,38.93051,2014-06-12,"transect"
-77.051,38.91729,2019-07-01,"transect"
-77.02045,38.9379,2011-01-05,"transect"
-77.04212,38.92044,2015-02-23,"transect"
-77.05489,38.91244,2017-01-08,"transect"
-77.02622,38.90359,2016-11-06,"transect"
-77.03276,38.91911,2015-08-10,"transect"
-77.05988,38.91402,2016-08-11,"transect"
-77.02497,38.94784,2012-02-27,"transect"
-77.0298,38.90335,2012-11-30,"transect"
-77.04399,38.92614,2010-06-20,"transect"
-77.05396,38.92008,2015-05-27,"transect"
-77.02045,38.94905,2017-08-17,"transect"
-77.03557,38.90747,2016-03-06,"transect"
-77.03791,38.91511,2016-01-18,"transect"
-77.02326,38.9048,2014-04-18,"transect"
-77.02653,38.93839,2017-01-15,"transect"
-77.01266,38.94663,2011-02-02,"transect"
-77.0083,38.95293,2011-06-29,"transect"
-77.01032,38.9402,2016-01-25,"transect"
-77.05334,38.92335,2018-04-02,"transect"
-77.00861,38.93463,2011-10-14,"transect"
-77.02061,38.90662,2019-03-07,"transect"
-77.01453,38.9499,2014-04-24,"transect"
-77.05817,38.91547,2017-09-29,"transect"
-77.00767,38.93475,2013-06-04,"transect"
-77.03121,38.91426,2015-09-22,"transect"
-77.04274,38.92202,2013-01-18,"transect"
-77.01375,38.92808,2011-12-14,"transect"
-77.0164,38.94808,2016-04-04,"transect"
-77.02154,38.90516,2018-04-06,"transect"
-77.03152,38.93402,2014-10-07,"transect"
-77.03245,38.94554,2012-04-05,"transect"
-77.03557,38.9242,2011-08-07,"transect"
-77.02762,38.91183,2011-12-23,"transect"
-77.01734,38.94287,2014-01-20,"transect"
-77.01328,38.94057,2018-06-13,"transect"
